Date,Open,High,Low,Close,Adj Close,Volume
2026-05-22,262.05,264.38,253.39,253.84,0.0,19072873
2026-05-21,232.58,253.63,230.935,252.97,0.0,25707791
2026-05-20,221.05,225.0,216.78,225.0,0.0,4858990
2026-05-19,224.5,227.35,221.92,222.33,0.0,5937754
2026-05-18,218.55,223.33,217.75,222.75,0.0,5946367
2026-05-15,218.2,220.91,217.615,219.3,0.0,6154450
2026-05-14,215.545,220.96,215.0,218.37,0.0,5906199
2026-05-13,218.27,218.31,212.34,214.64,0.0,8361214
2026-05-12,224.43,224.43,219.22,219.22,0.0,6045225
2026-05-11,228.66,230.23,222.55,223.55,0.0,6677186
2026-05-08,229.73,230.705,224.83,229.76,0.0,5332800
2026-05-07,227.5,231.82,227.41,231.31,0.0,5485545
2026-05-06,228.75,229.0,224.38,225.74,0.0,7673185
2026-05-05,230.16,231.0,227.15,229.03,0.0,4221889
2026-05-04,232.0,234.09,228.615,229.48,0.0,4003082
2026-05-01,234.55,235.95,231.75,232.2,0.0,3582091
2026-04-30,226.53,231.6,224.9,230.98,0.0,6283334
2026-04-29,230.34,231.48,226.82,227.1,0.0,6443724
2026-04-28,230.5,233.555,228.46,233.04,0.0,5162895
2026-04-27,229.95,231.32,227.12,228.05,0.0,8060665
2026-04-24,231.93,232.7999,225.0,231.98,0.0,9816859
2026-04-23,232.27,232.91,221.73,231.08,0.0,22297831
2026-04-22,254.51,257.54,247.21,251.86,0.0,12190197
2026-04-21,254.0,258.09,251.865,255.68,0.0,5584901
2026-04-20,255.0,258.5,252.56,253.71,0.0,5157714
2026-04-17,254.67,255.65,251.04,253.47,0.0,5671471
2026-04-16,248.75,251.22,246.125,251.0,0.0,4817500
2026-04-15,242.25,246.06,240.985,244.8,0.0,3879518
2026-04-14,238.75,241.5375,238.12,240.27,0.0,3777272
2026-04-13,233.63,238.07,231.7,237.82,0.0,5349619
2026-04-10,239.19,239.2674,230.51,230.76,0.0,5869361
2026-04-09,240.88,241.74,233.76,237.18,0.0,5078595
2026-04-08,248.63,250.0,240.8,241.74,0.0,4771476
2026-04-07,245.32,245.76,241.1,245.07,0.0,2356072
2026-04-06,248.14,248.8999,244.74,246.74,0.0,3376019
2026-04-02,243.0,248.2103,241.485,248.16,0.0,3350858
2026-04-01,242.12,246.2618,240.14,243.14,0.0,4228653
2026-03-31,240.27,242.85,236.38,242.39,0.0,4750293
2026-03-30,237.8,240.21,236.131,237.25,0.0,3882602
2026-03-27,238.85,239.44,233.75,236.34,0.0,4853707
2026-03-26,240.56,246.6742,239.8,241.67,0.0,3606840
2026-03-25,243.6,246.19,238.0,241.39,0.0,4207946
2026-03-24,246.445,247.11,238.0,240.59,0.0,4151491
2026-03-23,246.5,251.35,244.7101,248.44,0.0,4972008
2026-03-20,249.0,250.28,241.77,241.77,0.0,11314093
2026-03-19,249.43,252.19,248.25,250.37,0.0,4249458
2026-03-18,254.16,258.28,250.16,251.6,0.0,5177047
2026-03-17,250.51,256.39,250.0,256.11,0.0,5840139
2026-03-16,247.87,252.2,246.1,249.25,0.0,5674228
2026-03-13,247.67,249.72,244.71,246.28,0.0,4338431
2026-03-12,247.1,250.045,245.64,247.68,0.0,5547724
2026-03-11,250.005,253.715,247.2,248.87,0.0,4012239
2026-03-10,253.26,253.44,246.55,250.2,0.0,4937960
2026-03-09,255.38,258.08,251.571,253.33,0.0,6126567
2026-03-06,256.44,259.3999,252.21,258.85,0.0,6234402
2026-03-05,249.32,260.38,249.0,256.55,0.0,9899962
2026-03-04,245.745,250.85,244.955,250.06,0.0,6084995
2026-03-03,236.35,246.09,234.29,245.28,0.0,6960369
2026-03-02,235.7,240.78,233.78,239.37,0.0,6220287
2026-02-27,238.07,240.21,234.565,240.21,0.0,6642222
2026-02-26,239.71,247.4899,238.95,242.01,0.0,7343055
2026-02-25,233.22,239.55,231.22,237.54,0.0,8569713
2026-02-24,227.8,236.5937,223.63,229.32,0.0,13379817
2026-02-23,254.37,255.19,220.72,223.35,0.0,19522881
2026-02-20,255.195,259.04,253.8,257.16,0.0,4708550
2026-02-19,256.0,258.28,253.511,256.28,0.0,4948700
2026-02-18,258.64,261.11,256.25,260.79,0.0,3949229
2026-02-17,259.2,260.7,254.65,258.31,0.0,4929733
2026-02-13,260.0,264.66,256.64,262.38,0.0,6842620
2026-02-12,270.3,271.3,257.22,259.52,0.0,12565380
2026-02-11,292.34,293.5,272.3601,272.81,0.0,7628244
2026-02-10,294.99,297.61,290.33,291.76,0.0,3837343
2026-02-09,295.91,297.72,291.42,296.34,0.0,4627815
2026-02-06,292.5,299.89,290.657,298.93,0.0,3744313
2026-02-05,286.1,291.81,285.1,289.89,0.0,5532797
2026-02-04,291.41,291.41,278.96,289.05,0.0,8708033
2026-02-03,312.4,312.975,283.85,294.31,0.0,11296020
2026-02-02,307.51,316.64,306.41,314.73,0.0,4581189
2026-01-30,307.6,307.783,299.73,306.7,0.0,5940669
2026-01-29,317.86,319.9,303.47,309.24,0.0,10124929
2026-01-28,294.17,295.95,291.2601,294.16,0.0,5790347
2026-01-27,297.16,297.33,293.27,293.86,0.0,2944722
2026-01-26,293.16,296.815,293.14,296.33,0.0,3726890
2026-01-23,294.07,294.335,289.79,292.44,0.0,3298424
2026-01-22,299.42,300.93,293.53,294.67,0.0,3670152
2026-01-21,292.76,297.67,292.51,297.54,0.0,5185023
2026-01-20,301.35,301.6,290.16,291.35,0.0,7211706
2026-01-16,301.0,307.45,300.78,305.67,0.0,6199635
2026-01-15,309.0,311.88,297.04,297.95,0.0,4932480
2026-01-14,303.5,309.19,301.5,309.03,0.0,3779045
2026-01-13,311.6,312.81,301.87,303.16,0.0,4507760
2026-01-12,302.62,312.33,299.96,312.18,0.0,3895197
2026-01-09,302.61,307.0,302.0,304.22,0.0,2718828
2026-01-08,295.0,303.67,295.0,302.72,0.0,3343273
2026-01-07,302.5,304.31,296.345,296.73,0.0,2833274
2026-01-06,295.0,303.04,294.42,302.47,0.0,4147315
2026-01-05,295.77,299.19,294.25,294.97,0.0,4189960
2026-01-02,297.56,297.5699,289.0,291.5,0.0,4662804
2025-12-31,301.76,301.85,295.87,296.21,0.0,3430133
2025-12-30,306.15,306.235,302.0,302.05,0.0,1883651
