Date,Open,High,Low,Close,Adj Close,Volume
2019-04-15,14.822000,14.952000,14.818000,14.952000,13.024257,8114073
2019-04-16,14.974000,15.042000,14.950000,14.950000,13.022515,9478214
2019-04-17,14.834000,14.850000,14.554000,14.780000,12.874433,15716992
2019-04-18,14.752000,14.900000,14.740000,14.888000,12.968508,18453854
2019-04-23,14.880000,15.036000,14.866000,15.000000,13.066069,9865756
2019-04-24,14.904000,14.950000,14.754000,14.824000,12.912761,11872346
2019-04-25,14.772000,14.920000,14.742000,14.920000,12.996383,7105341
2019-04-26,14.954000,15.030000,14.876000,14.960000,13.031226,8119750
2019-04-29,14.948000,14.964000,14.888000,14.950000,13.022515,5866035
2019-04-30,14.936000,14.950000,14.848000,14.914000,12.991158,10510424
2019-05-02,14.894000,15.032000,14.884000,14.990000,13.057358,8689765
2019-05-03,14.920000,14.992000,14.886000,14.918000,12.994641,7737729
2019-05-06,14.802000,14.926000,14.800000,14.894000,12.973735,7237811
2019-05-07,14.928000,15.104000,14.850000,14.862000,12.945861,12981821
2019-05-08,14.850000,15.034000,14.850000,14.930000,13.005094,9134555
2019-05-09,14.930000,15.028000,14.834000,14.846000,12.931923,10019683
2019-05-10,14.890000,15.020000,14.866000,14.914000,12.991158,12181383
2019-05-13,14.888000,14.910000,14.564000,14.640000,12.752482,13031794
2019-05-14,14.708000,14.868000,14.634000,14.868000,12.951088,11059359
2019-05-15,14.802000,14.868000,14.700000,14.866000,12.949345,10856766
2019-05-16,14.814000,15.206000,14.814000,15.206000,13.245510,13779860
2019-05-17,15.134000,15.264000,15.100000,15.210000,13.248993,12572653
2019-05-20,15.210000,15.406000,15.164000,15.286000,13.315195,17377610
2019-05-21,15.300000,15.404000,15.118000,15.118000,13.168855,15102277
2019-05-22,15.074000,15.170000,14.904000,15.090000,13.144465,12737061
2019-05-23,14.950000,15.070000,14.892000,15.046000,13.106136,12697835
2019-05-24,15.076000,15.226000,15.038000,15.070000,13.127043,8843188
2019-05-27,15.088000,15.268000,15.086000,15.216000,13.254219,4273897
2019-05-28,15.186000,15.260000,15.070000,15.260000,13.292546,26377323
2019-05-29,15.140000,15.240000,15.122000,15.164000,13.208924,10324199
2019-05-30,15.164000,15.272000,15.072000,15.204000,13.243769,5196557
2019-05-31,15.120000,15.204000,15.108000,15.110000,13.161886,10839736
2019-06-03,15.092000,15.224000,15.028000,15.224000,13.261189,8863512
2019-06-04,15.162000,15.336000,15.110000,15.234000,13.269899,10574809
2019-06-05,15.232000,15.318000,15.194000,15.296000,13.323906,7424557
2019-06-06,15.290000,15.400000,15.264000,15.354000,13.374429,8052222
2019-06-07,15.350000,15.416000,15.264000,15.388000,13.404044,8324232
2019-06-11,15.450000,15.450000,15.286000,15.328000,13.351781,11893898
2019-06-12,15.280000,15.496000,15.262000,15.470000,13.475472,8735565
2019-06-13,15.500000,15.628000,15.412000,15.460000,13.466762,9027022
2019-06-14,15.394000,15.412000,15.310000,15.390000,13.405787,7049267
2019-06-17,15.392000,15.460000,15.332000,15.354000,13.374429,6765121
2019-06-18,15.430000,15.706000,15.328000,15.578000,13.569548,14795956
2019-06-19,15.630000,15.640000,15.430000,15.520000,13.519027,8512190
2019-06-20,15.564000,15.582000,15.436000,15.454000,13.461535,11169151
2019-06-21,15.448000,15.518000,15.342000,15.412000,13.424950,24196070
2019-06-24,15.426000,15.430000,15.314000,15.356000,13.376170,6504240
2019-06-25,15.314000,15.384000,15.240000,15.356000,13.376170,5707353
2019-06-26,15.270000,15.362000,15.242000,15.270000,13.301258,5707759
2019-06-27,15.270000,15.270000,15.108000,15.170000,13.214150,6739247
2019-06-28,15.158000,15.234000,15.088000,15.212000,13.250735,8940974
2019-07-01,15.340000,15.344000,15.188000,15.238000,13.273384,7211126
2019-07-02,15.276000,15.320000,15.180000,15.226000,13.262930,6722570
2019-07-03,15.260000,15.416000,15.250000,15.366000,13.384880,5455949
2019-07-04,15.410000,15.530000,15.380000,15.520000,13.519027,5272942
2019-07-05,15.548000,15.648000,15.408000,15.460000,13.466762,6434241
2019-07-08,15.400000,15.516000,15.400000,15.448000,13.456309,4254295
2019-07-09,15.430000,15.560000,15.420000,15.460000,13.466762,6123315
2019-07-10,15.448000,15.462000,15.346000,15.410000,13.423208,6786763
2019-07-11,15.412000,15.434000,15.270000,15.312000,13.337844,7086897
2019-07-12,15.310000,15.340000,15.182000,15.246000,13.280353,7287245
2019-07-15,15.204000,15.254000,15.050000,15.060000,13.118334,7474913
2019-07-16,15.040000,15.086000,14.904000,15.000000,13.066069,6519827
2019-07-17,14.950000,14.960000,14.840000,14.872000,12.954572,8037530
2019-07-18,14.726000,14.938000,14.688000,14.770000,12.865723,8602685
2019-07-19,14.790000,14.824000,14.594000,14.684000,12.790811,8969422
2019-07-22,14.638000,14.704000,14.586000,14.700000,12.804748,6956324
2019-07-23,14.760000,14.838000,14.700000,14.738000,12.837848,9428169
2019-07-24,14.812000,14.862000,14.754000,14.814000,12.904049,7417550
2019-07-25,14.866000,14.904000,14.642000,14.656000,12.766420,11498271
2019-07-26,14.788000,14.844000,14.682000,14.844000,12.930182,9270874
2019-07-29,14.944000,15.392000,14.882000,15.142000,13.189761,16631183
2019-07-30,15.154000,15.230000,14.848000,14.888000,12.968508,10094814
2019-07-31,14.920000,14.936000,14.780000,14.880000,12.961540,8050992
2019-08-01,14.880000,15.172000,14.862000,15.052000,13.111365,10423002
2019-08-02,14.960000,15.050000,14.766000,14.828000,12.916244,14713155
2019-08-05,14.730000,14.904000,14.632000,14.658000,12.768163,12451315
2019-08-06,14.750000,14.764000,14.594000,14.600000,12.717641,9466347
2019-08-07,14.640000,14.708000,14.484000,14.626000,12.740289,10282535
2019-08-08,14.500000,14.624000,14.476000,14.548000,12.672344,11375607
2019-08-09,14.450000,14.536000,14.392000,14.452000,12.588721,9622585
2019-08-12,14.460000,14.546000,14.446000,14.462000,12.597432,6509636
2019-08-13,14.486000,14.696000,14.474000,14.588000,12.707189,12006227
2019-08-14,14.610000,14.688000,14.434000,14.538000,12.663633,9600211
2019-08-15,14.504000,14.694000,14.458000,14.648000,12.759451,11289169
2019-08-16,14.656000,14.890000,14.656000,14.882000,12.963283,11908927
2019-08-19,14.974000,15.026000,14.906000,14.982000,13.050390,8399631
2019-08-20,14.990000,15.056000,14.918000,14.964000,13.034710,6413016
2019-08-21,14.900000,14.970000,14.860000,14.880000,12.961540,7222423
2019-08-22,14.828000,14.962000,14.784000,14.826000,12.914502,6858848
2019-08-23,14.850000,14.912000,14.772000,14.774000,12.869207,7443192
2019-08-26,14.752000,14.848000,14.714000,14.812000,12.902308,4311150
2019-08-27,14.872000,14.900000,14.726000,14.900000,12.978961,9919165
2019-08-28,14.906000,14.990000,14.866000,14.928000,13.003352,5972871
2019-08-29,14.910000,15.170000,14.910000,15.140000,13.188020,8107241
2019-08-30,15.140000,15.240000,15.132000,15.176000,13.219377,7763142
2019-09-02,15.150000,15.368000,15.140000,15.250000,13.283836,4704712
2019-09-03,15.256000,15.282000,15.138000,15.192000,13.233315,6052293
2019-09-04,15.260000,15.262000,15.142000,15.196000,13.236799,5363717
2019-09-05,15.222000,15.236000,15.014000,15.080000,13.135755,7385903
2019-09-06,15.088000,15.138000,15.008000,15.092000,13.146208,6881226
2019-09-09,15.090000,15.182000,15.016000,15.034000,13.095686,5186122
2019-09-10,15.054000,15.070000,14.944000,15.052000,13.111365,7741925
2019-09-11,15.084000,15.094000,14.942000,15.090000,13.144465,6802500
2019-09-12,15.084000,15.308000,15.026000,15.176000,13.219377,8597578
2019-09-13,15.184000,15.224000,15.092000,15.136000,13.184533,8643025
2019-09-16,15.108000,15.158000,15.066000,15.132000,13.181050,5979640
2019-09-17,15.156000,15.224000,15.116000,15.134000,13.182793,5613644
2019-09-18,15.114000,15.210000,15.098000,15.206000,13.245510,6098587
2019-09-19,15.210000,15.296000,15.172000,15.248000,13.282095,6949498
2019-09-20,15.278000,15.398000,15.260000,15.378000,13.395335,24264215
2019-09-23,15.360000,15.424000,15.292000,15.424000,13.435403,7803419
2019-09-24,15.406000,15.450000,15.334000,15.334000,13.357005,6079753
2019-09-25,15.286000,15.398000,15.226000,15.296000,13.323906,6607955
2019-09-26,15.296000,15.436000,15.256000,15.424000,13.435403,7734027
2019-09-27,15.450000,15.488000,15.360000,15.362000,13.381397,6884774
2019-09-30,15.330000,15.420000,15.294000,15.394000,13.409270,6759195
2019-10-01,15.400000,15.476000,15.280000,15.338000,13.360491,7800446
2019-10-02,15.332000,15.372000,15.052000,15.052000,13.111365,10061426
2019-10-04,15.094000,15.140000,15.004000,15.132000,13.181050,9200288
2019-10-07,15.064000,15.250000,15.064000,15.250000,13.283836,5353696
2019-10-08,15.250000,15.320000,15.172000,15.272000,13.303001,7194802
2019-10-09,15.274000,15.470000,15.260000,15.350000,13.370944,7166670
2019-10-10,15.354000,15.394000,15.246000,15.304000,13.330875,10646200
2019-10-11,15.314000,15.464000,15.260000,15.456000,13.463278,10727258
2019-10-14,15.446000,15.520000,15.424000,15.496000,13.498120,5973679
2019-10-15,15.558000,15.778000,15.538000,15.722000,13.694982,11380601
2019-10-16,15.728000,15.774000,15.554000,15.708000,13.682787,11786605
2019-10-17,15.686000,15.932000,15.686000,15.842000,13.799512,12305976
2019-10-18,15.858000,15.932000,15.774000,15.932000,13.877907,10141910
2019-10-21,15.940000,16.076000,15.920000,15.982000,13.921461,9850307
2019-10-22,15.992000,16.166000,15.944000,16.142000,14.060833,8831555
2019-10-23,16.134001,16.256001,16.101999,16.254000,14.158391,8058474
2019-10-24,16.216000,16.240000,15.968000,15.992000,13.930171,10827792
2019-10-25,16.006001,16.014000,15.872000,16.006001,13.942366,6583589
2019-10-28,15.968000,15.970000,15.816000,15.904000,13.853517,7919133
2019-10-29,15.942000,15.950000,15.608000,15.660000,13.640976,10159439
2019-10-30,15.712000,15.760000,15.640000,15.718000,13.691499,6492048
2019-10-31,15.704000,15.846000,15.682000,15.768000,13.735052,10483739
2019-11-01,15.850000,15.852000,15.586000,15.616000,13.602648,8266126
2019-11-04,15.674000,15.708000,15.502000,15.666000,13.646202,7973279
2019-11-05,15.686000,15.686000,15.558000,15.636000,13.620070,7734064
2019-11-06,15.606000,15.718000,15.586000,15.676000,13.654913,7321126
2019-11-07,15.450000,15.466000,15.090000,15.356000,13.376170,24791977
2019-11-08,15.320000,15.586000,15.294000,15.440000,13.449339,14046374
2019-11-11,15.320000,15.362000,15.268000,15.298000,13.325647,9220167
2019-11-12,15.332000,15.398000,15.246000,15.352000,13.372685,7639054
2019-11-13,15.354000,15.410000,15.254000,15.280000,13.309969,7976825
2019-11-14,15.250000,15.280000,15.118000,15.128000,13.177566,9481023
2019-11-15,15.230000,15.232000,15.088000,15.194000,13.235057,12483791
2019-11-18,15.214000,15.242000,15.108000,15.208000,13.247252,11510994
2019-11-19,15.236000,15.250000,15.106000,15.156000,13.201957,8366225
2019-11-20,15.136000,15.142000,15.048000,15.100000,13.153176,8222629
2019-11-21,15.102000,15.144000,15.054000,15.060000,13.118334,10244944
2019-11-22,15.102000,15.162000,15.058000,15.098000,13.151434,8843706
2019-11-25,15.110000,15.128000,15.052000,15.078000,13.134011,6058437
2019-11-26,15.080000,15.100000,14.970000,15.052000,13.111365,13241276
2019-11-27,15.052000,15.350000,15.022000,15.252000,13.285578,13829992
2019-11-28,15.220000,15.270000,15.180000,15.212000,13.250735,4384133
2019-11-29,15.200000,15.306000,15.156000,15.236000,13.271642,7778433
2019-12-02,15.300000,15.312000,14.898000,14.906000,12.984189,13205954
2019-12-03,14.972000,14.990000,14.864000,14.918000,12.994641,11017685
2019-12-04,14.948000,15.046000,14.856000,15.032000,13.093943,9543572
2019-12-05,15.064000,15.094000,14.996000,15.010000,13.074780,6929593
2019-12-06,15.022000,15.114000,14.968000,15.064000,13.121818,6354957
2019-12-09,15.050000,15.086000,15.000000,15.024000,13.086975,5854066
2019-12-10,14.968000,14.976000,14.784000,14.892000,12.971992,10256460
2019-12-11,14.892000,14.954000,14.804000,14.896000,12.975477,8348248
2019-12-12,14.932000,14.940000,14.770000,14.778000,12.872690,10494836
2019-12-13,14.930000,14.930000,14.758000,14.762000,12.858754,12502008
2019-12-16,14.840000,14.906000,14.826000,14.884000,12.965024,9409980
2019-12-17,14.864000,14.968000,14.828000,14.860000,12.944118,10182614
2019-12-18,14.840000,14.896000,14.742000,14.742000,12.841332,12709253
2019-12-19,14.786000,14.804000,14.596000,14.734000,12.834365,14128543
2019-12-20,14.734000,14.908000,14.678000,14.802000,12.893597,29026065
2019-12-23,14.756000,14.790000,14.674000,14.720000,12.822168,8469794
2019-12-27,14.758000,14.758000,14.612000,14.716000,12.818685,5591396
2019-12-30,14.732000,14.746000,14.570000,14.570000,12.691507,5774093
2020-01-02,14.598000,14.668000,14.534000,14.610000,12.726351,9435019
